,Seconds,Q_air DataCentre [kW]_model,T_sup_air DataCentre [°C]_model,T_ret_air DataCentre [°C]_model
175,630000,0.7250619727930544,30.33206502587464,21.821094460802982
176,633600,0.6813509835170221,29.61077456598266,21.50256758744445
177,637200,0.6876728238944811,30.590656410604357,21.2793469226794
178,640800,0.6625180408126852,30.115841851035906,21.51011102626558
179,644400,0.7148192321671513,30.20227864741596,21.235587496920406
180,648000,0.6821860535824508,30.322119046905847,21.757524445961945
181,651600,0.6937148117026603,30.42285205706774,21.718535230764015
182,655200,0.7009057469290951,29.91720843394479,21.896924850629404
183,658800,0.7182208028470469,30.63837807876651,22.27821664247893
184,662400,0.7297392975397854,30.252768014924218,21.633569373681983
185,666000,0.7169850900706158,30.91147699577693,22.147530745844374
186,669600,0.6934251246989986,31.032865812516345,20.93160788502904
187,673200,0.7236314024099217,31.548919489140786,21.86808905480229
188,676800,0.68755945370129,30.978691824176092,21.286804037958046
189,680400,0.7437897386022606,30.2524927606875,21.61887762840304
190,684000,0.7247064999060341,31.247434363666976,21.1627969853381
191,687600,0.7317891317858242,31.184820258679135,21.633197301651407
192,691200,0.7516304079959463,31.72546483791701,19.308173714768134
193,694800,0.7594850133158939,32.04495561639641,19.972661090157548
194,698400,0.7918316548535315,32.10971117488567,20.458683521532834
195,702000,0.7482857641312106,31.993069679490247,19.48126400806744
196,705600,0.7582231961372031,31.348822713109374,19.93218125132185
197,709200,0.795755509109782,31.32123039257526,19.81439322999819
198,712800,0.75081867713328,30.9214100897756,19.12761336807142
199,716400,0.7414951420845001,31.662445441663984,20.222726425643778
200,720000,0.7718826008127443,31.70282001875961,19.625262773044003
201,723600,0.7291819608841962,32.21027989120073,20.04175963971117
202,727200,0.7259438629494244,31.756572348513384,20.16894157832357
203,730800,0.7331815270959021,30.84706078070953,20.018249624190634
204,734400,0.7052027437484192,32.052102292232064,20.547235322781056
205,738000,0.6972881251179944,31.95168294362856,20.090543392386756
206,741600,0.7635495520351988,31.245675470477625,20.8689772118739
207,745200,0.7569154026145563,32.020671628877935,20.364644524210714
208,748800,0.742896175869742,31.585186838584665,19.827644931273053
209,752400,0.750692239804566,31.811490154622867,20.569730793319152
210,756000,0.7289644337745824,31.764580123367526,19.77084114275419
211,759600,0.758561097719789,32.05533676063541,20.24493404463956
212,763200,0.7412127526063155,32.49220592327152,19.85472449758203
213,766800,0.7108985978283785,32.03542361870747,19.99138520631767
214,770400,0.7528911733027503,31.67511986136482,20.011356956994188
215,774000,0.7482445616131754,31.71004009200349,19.891072270635153
216,777600,0.871925757547091,29.971209927235932,20.750789999898533
217,781200,0.8961137987855978,30.286821331884244,20.82812279092903
218,784800,0.8993392261835025,30.19665073518638,19.72292163000231
219,788400,0.9049839904724148,29.743710916230782,20.272965234538514
220,792000,0.8821946440527593,29.675193209536484,20.085237429158806
221,795600,0.8556408347204482,29.469867881537727,20.311769275017557
222,799200,0.8752402393848395,30.036005363348348,20.89086738688655
223,802800,0.864536608339465,30.13349261686021,20.497180854645613
224,806400,0.896962486515969,29.952815656883153,20.025582363612152
225,810000,0.8977335800484312,30.19288124209072,20.13882802790512
226,813600,0.8592164275016952,29.603716709373913,20.588494163982567
227,817200,0.8476824728997218,29.213942081329463,20.158846006357315
228,820800,0.8104624649343001,29.648680052163026,19.95791343325043
229,824400,0.841491018221915,29.354481269969767,20.446125185885126
230,828000,0.8559621827418292,30.754853480846098,20.437725750062327
231,831600,0.8495376639606624,29.634952925921365,21.149241874699417
232,835200,0.8699497598398984,29.682882216980286,20.631374701689662
233,838800,0.9120716750033665,30.564014127003308,20.493420945352856
234,842400,0.9201330993387513,29.50624155897331,20.449910000298143
235,846000,0.8644306053858861,30.250672074063395,20.632893693192987
236,849600,0.87992834192226,30.208620368434058,20.41125751937912
237,853200,0.8780247601886362,30.05885018869412,20.16729098203157
238,856800,0.9179551401426702,30.378324135184332,20.06026355299217
239,860400,0.8866416878894431,30.28752412851622,20.47937203432308
240,864000,0.5813998692276253,31.11117037025121,20.5019075468185
241,867600,0.5696761091672903,30.998033144255952,20.009102836383633
242,871200,0.5666174488037987,31.738500710675385,20.029776825712
243,874800,0.5977780737510938,31.356033236401192,19.790947430228822
244,878400,0.5797182984314666,31.35069418086336,20.324752048582
245,882000,0.5533474949365067,30.411383126169696,19.57001805636975
246,885600,0.5423755924113816,31.297463152455336,19.93311206972121
247,889200,0.5776637165989282,30.413436320881342,19.891752479582227
248,892800,0.5416006118901394,29.98163365749587,19.508804590594284
249,896400,0.5727362922472468,29.973711260562222,19.761842975752593
250,900000,0.570615487781053,30.157527361035903,19.580951115999653
251,903600,0.5423800749204807,31.671864528895647,20.084541073555876
252,907200,0.5786862215608121,31.296559133393252,20.51183337600006
253,910800,0.5293905449944201,30.94931922899631,20.380843100775934
254,914400,0.5433198880841728,31.34935806649047,20.660249040566075
255,918000,0.5220634592252658,30.667722093201167,19.501824573849127
256,921600,0.5410119525135232,31.858246891169784,20.13963781816232
257,925200,0.5504714857644883,31.443576043511253,20.502794095330522
258,928800,0.5878833636774349,30.80900912840442,20.670346429040137
259,932400,0.5582333203893852,31.813716004889326,20.389537460171095
260,936000,0.5847355041539699,31.484161423707928,20.383070892611002
261,939600,0.5373859286367985,31.274130267441095,20.117665823575717
262,943200,0.5757428158969462,31.87984875833017,20.433685796670733
263,946800,0.5865822571442498,31.07961875638593,19.820384730439663
264,950400,0.8981375427702157,31.40221376668081,18.554571109343765
265,954000,0.8747288727374701,31.081471633061525,18.94716758537197
266,957600,0.8658429553600572,30.307497319259213,17.88545249971401
267,961200,0.8782711668119024,29.46081164498507,18.419245364084958
268,964800,0.8468418173461012,31.158921459659418,18.09565884777042
269,968400,0.8718884712783684,29.957244234777423,18.45710107461421
270,972000,0.8245833551525178,29.264836826250054,17.695110865252264
271,975600,0.8635182691697495,29.65218290653464,17.985964502045597
272,979200,0.8399569235177504,29.564322392549673,18.172086499790144
273,982800,0.8082596946564085,29.908904617754537,18.00070468949059
274,986400,0.7976558132511571,29.358830777999362,18.42346790436197
275,990000,0.802098564550789,29.72517532275337,18.611796514546974
276,993600,0.7997899903642514,30.013020990680346,18.38022073669089
277,997200,0.8258595263949834,30.79081680472244,18.177484722445804
278,1000800,0.8593638097017546,30.428261984222054,18.683121028270385
279,1004400,0.8374648997808473,30.10194179156414,18.95989452694436
280,1008000,0.8425998795241393,30.096587862546997,18.497423935625054
281,1011600,0.8555114972474217,30.278323862567273,18.084214707540887
282,1015200,0.823679817823502,30.3059922935412,18.679409263721848
283,1018800,0.8644359969019617,30.62601033641652,18.54576997244917
284,1022400,0.8515544687154422,30.80356513469931,17.832004970688935
285,1026000,0.8655703840231012,30.85230941516235,18.378053919643094
286,1029600,0.8552594260548405,31.37313766881212,18.623173841416314
287,1033200,0.8957813692281441,29.824306335070506,18.03928369826067
288,1036800,0.751405671736705,28.5591214785286,18.86582206511832
289,1040400,0.7322159182479112,28.85944751775964,18.230791562588994
290,1044000,0.7054355585764837,29.56877350309695,19.535663633096203
291,1047600,0.718352680358779,28.56505634115333,18.886298776074483
292,1051200,0.7188091406912303,28.718048495361995,18.27853504367096
293,1054800,0.7346247272431218,29.39219383804031,18.865072957808906
294,1058400,0.7341301337135887,28.816375097284713,18.674806450716062
295,1062000,0.718462364886504,28.473933488482416,18.612881057575105
296,1065600,0.7108885136417444,28.787048107960143,18.858941425432356
297,1069200,0.701910945639195,28.052618796564566,18.83577996873362
298,1072800,0.6438160849033356,27.676769461550197,18.806844925152188
299,1076400,0.7116352966376669,28.276257289200856,18.885056681520254
300,1080000,0.6860969796303326,28.58539654935963,18.84603174595603
301,1083600,0.6935386151180734,28.715302521333516,18.88654283761699
302,1087200,0.7124324567811222,28.365740062764594,19.00871973050004
303,1090800,0.7163564735164089,28.772231257059754,19.22010753671812
304,1094400,0.6994124815080588,28.30135933927752,19.05691654794873
305,1098000,0.7201776959422405,28.501229812037394,18.876240850159665
306,1101600,0.766239069982566,28.021927850956544,19.11324923681929
307,1105200,0.7007568784960654,29.192764006353087,19.038515322863002
308,1108800,0.7578000781754219,29.11370305321583,18.66749953699306
309,1112400,0.7366743124597355,28.284113332299533,18.814228757499286
310,1116000,0.7505571525427326,29.338471984515138,18.562500368353465
311,1119600,0.7209968277051638,28.7873424202365,19.586629715787186
312,1123200,0.8433392665600807,30.641321426870093,20.05418455855385
313,1126800,0.8245004684711434,29.609347804967566,20.530285562088565
314,1130400,0.8148003647564586,29.24261052625894,20.503619649304735
315,1134000,0.8894411970946168,30.281039118233082,20.64903039564081
316,1137600,0.8249393133677304,30.134441139672887,20.065318497473175
317,1141200,0.7990535052891055,30.394099991108607,19.887438923961707
318,1144800,0.8103787835868786,30.184885853813867,20.343213866226318
319,1148400,0.8096181640388783,29.76203503695505,19.865192463959744
320,1152000,0.8207992328143549,29.294747272655975,19.954863422025788
321,1155600,0.8159127838573597,28.551641963851125,20.0362844735901
322,1159200,0.7580082247207818,28.43384359036705,20.66908450995425
323,1162800,0.807861932843559,29.163499565277377,20.118214454271566
324,1166400,0.7760490520688818,29.294420052731343,19.958796782222276
325,1170000,0.8104206461022326,29.744478951498262,20.129533337608144
326,1173600,0.7779585313578593,29.18898727184291,20.219233493634
327,1177200,0.8578380242300008,29.878215818513755,20.521379602456417
328,1180800,0.7809572753092071,29.203638866922372,20.112445335752234
329,1184400,0.8464318509053754,29.92338555098677,20.249463170324358
330,1188000,0.9090320085386829,30.771653295535934,20.59108691971491
331,1191600,0.8598064788617347,30.164460374377505,19.64806538806684
332,1195200,0.8895872420459354,30.85268944458101,19.567892911707354
333,1198800,0.8684978768244326,30.169303021791976,20.153718240107086
334,1202400,0.851460366541464,29.83202239208725,20.018118792870524
335,1206000,0.8529201529782482,30.077132514137404,20.010988810027932
336,1209600,0.79247053422166,27.36562222673343,19.508176532027054
337,1213200,0.7935240987982342,27.041204857608744,18.937576519923773
338,1216800,0.7909326717278621,27.34477292478801,19.473058725825563
339,1220400,0.7848851022857818,28.052309684851263,19.11408056774393
340,1224000,0.7841946060006298,28.003018770407078,18.94503820319429
341,1227600,0.788141272243557,26.896298322464993,19.1292661124781
342,1231200,0.7532606799123592,27.576684007711076,19.339084178931817
343,1234800,0.7172650877872141,27.129417426982716,19.183347589283166
344,1238400,0.7712561792973995,26.771953527427108,18.957307437691465
345,1242000,0.737655960636644,26.167331055139716,19.749259363410612
346,1245600,0.7327963260061268,26.86945006543966,19.18634778367584
347,1249200,0.7388298403486664,27.317864062768347,18.991122923194325
348,1252800,0.7245065769771674,28.012514154828118,19.541462060977878
349,1256400,0.7582705897406483,27.289504985037052,18.871946340542756
350,1260000,0.7713661681302627,27.538955494880184,19.885329303443772
351,1263600,0.7333275966201571,27.335854402370277,19.176311243569256
352,1267200,0.7793859523062753,27.7298818768039,19.885839677379828
353,1270800,0.7616932489527471,27.009252988192312,19.63673142404053
354,1274400,0.7368047142228995,27.124751479321535,19.62030637411457
355,1278000,0.7534042706061124,27.736954019906598,19.182556124044496
356,1281600,0.8156393194705264,27.555055755184654,19.665950064675833
357,1285200,0.7543666823578227,27.14193886147144,20.124429414315507
358,1288800,0.7740443511546095,27.386081387791442,19.511572086685668
359,1292400,0.7931612787100473,28.034066390750247,19.07686619365268
360,1296000,0.7613729121031018,28.272358002608097,20.393373424517403
361,1299600,0.7935089283324696,28.233092849481633,20.515921848912285
362,1303200,0.8132975566510651,28.284604960363342,20.205481563184
363,1306800,0.8050492683260054,29.013631572970997,20.723350404860803
364,1310400,0.776660827977968,28.288444064542613,20.849580153020685
365,1314000,0.7733861217512477,28.37144402498102,20.536870026925634
366,1317600,0.7675605908519767,28.41214711325125,20.267894243771345
367,1321200,0.7809212037501354,28.38780150746884,20.453724269132486
368,1324800,0.7878213467816798,28.072799492745965,20.367066809176716
369,1328400,0.7909118159414849,28.426058644160737,20.396920259680922
370,1332000,0.7650256893069917,28.309292245568656,19.53652861023811
371,1335600,0.7905330358136229,28.944171408343497,20.204127685282018
372,1339200,0.8466698350168608,28.26658891733886,20.79557198201397
373,1342800,0.8082164152229677,28.417825730105662,20.847501416631147
374,1346400,0.7783522835949922,28.450497309125627,20.480092077058885
375,1350000,0.8022814816881729,28.64386330533232,20.759909381473847
376,1353600,0.7727867883532372,29.417336304542822,20.276071065394166
377,1357200,0.8187303347715237,28.66341811286111,20.793551810971234
378,1360800,0.8149407149722709,28.59965477027742,20.903136979957406
379,1364400,0.7816306599890169,29.013557090145206,20.747770151040104
380,1368000,0.8518283381101778,28.531940567588038,20.528217820169697
381,1371600,0.801763003018791,28.271417803535368,20.291807922902784
382,1375200,0.8073632841116923,29.417854990740345,20.020629846702025
383,1378800,0.8026992778255214,28.792005902026858,20.37696998807846
384,1382400,0.8377838624192466,31.466828510346662,19.223341326897334
385,1386000,0.8150147885493649,31.555059974198965,19.400122659166556
386,1389600,0.8225329554606018,31.24463070038841,19.747997361673807
387,1393200,0.8027590796724665,31.34307051412672,19.44597690268157
388,1396800,0.8199699257466315,31.80672133071971,19.35779619833528
389,1400400,0.7480870131560936,31.477670785986966,19.28523650584524
390,1404000,0.8034028529521066,31.13609198578743,19.058944658585258
391,1407600,0.7732013586838474,31.105341617366143,19.01808573336394
392,1411200,0.8264411996362948,31.26629708633962,19.242087044494852
393,1414800,0.7610604332673772,30.623957249835552,19.915739655238898
394,1418400,0.7837683914889363,30.88906796755582,19.557025243434175
395,1422000,0.7824942981229633,31.4528518637481,19.714840359459256
396,1425600,0.7522049991039237,30.875397391439353,19.599370697868128
397,1429200,0.8076854587794371,31.0784478627748,19.537838507099266
398,1432800,0.7808150763312284,30.362371409070033,19.55915235255497
399,1436400,0.7840466585587497,31.020392044047195,19.192899177197905
400,1440000,0.7976875175546938,31.624840103836952,19.81776406863085
401,1443600,0.7808450105852989,30.85752384869744,19.79047381661005
402,1447200,0.7686898970702432,31.853733160758633,19.755825250811316
403,1450800,0.8296273172421353,31.652809949941894,19.025433971159682
404,1454400,0.8317880552462027,31.154482620232343,20.45514143858432
405,1458000,0.840242684680576,31.401147415619192,19.49838067411064
406,1461600,0.8013156075027565,31.409299810870156,19.752566351628797
407,1465200,0.8071245504165329,31.150991994237096,19.18096776240348
408,1468800,0.8260927752624182,30.902584038203678,19.88465186666297
409,1472400,0.8424432265867495,30.847358159654533,19.779569453588696
410,1476000,0.8256208844451216,30.517414133357992,19.302405805756905
411,1479600,0.8138581055197871,30.327835135794768,20.054471811295517
412,1483200,0.8132859832266789,31.05855441383589,19.580446885098457
413,1486800,0.8168895787167495,30.838207513785825,20.317947239348946
414,1490400,0.8213767563559542,30.545235549747733,19.18546538131644
415,1494000,0.8338377486797812,29.33160987942416,20.51253307788438
416,1497600,0.7800845621963594,30.30777882939966,20.358208706866094
417,1501200,0.8008322625556035,30.242162797065337,20.0646281533599
418,1504800,0.7995774048352365,29.786232363304283,20.103132576798092
419,1508400,0.7896668379408378,30.220141037900373,20.34015923924657
420,1512000,0.7782402203535371,30.891607886960415,20.866802803143226
421,1515600,0.8283883214680006,30.965175687771623,20.494436059309216
422,1519200,0.7952603587744008,30.138969621326083,19.938441677737927
423,1522800,0.8329896519252774,30.87709646116634,20.367865374368506
424,1526400,0.8587775123400332,30.13485068104909,19.78622299490285
425,1530000,0.8212597311031834,30.005664809583198,20.538119663203688
426,1533600,0.7963720405160358,30.922003621229358,20.466850250899736
427,1537200,0.8177607256553434,30.937740960257084,20.31626013670793
428,1540800,0.7937542119760989,31.138768368639596,20.027794548074294
429,1544400,0.8630126701247702,30.92955797398379,20.97548451965429
430,1548000,0.8530499907557885,30.842093307041928,19.859811735675507
431,1551600,0.8205114962910204,30.730619726533973,20.246462397976064
432,1555200,0.7603075216711093,31.113951039448704,21.341592132895254
433,1558800,0.7409135440686104,30.909032048181164,20.503673212941692
434,1562400,0.7380894518654596,31.48844745344715,21.076449960008983
435,1566000,0.7302130588211737,30.433886641602324,20.455118879070493
436,1569600,0.7354941106269184,31.342030138592488,21.085192584459396
437,1573200,0.7206792982427822,31.41594868521313,21.2896960957609
438,1576800,0.7526221088870944,31.058774737845813,21.01103981552428
439,1580400,0.7747080611683909,31.21165330161624,21.05053389199439
440,1584000,0.757165373450698,30.752033834337116,20.232028546052437
441,1587600,0.7358068027404566,30.399515562781676,20.76917125494216
442,1591200,0.66145793689391,29.840652548662344,21.450865422122973
443,1594800,0.708923965472371,29.94278164593686,21.670289253250722
444,1598400,0.7034566674868762,30.99850810184915,21.376545496292668
445,1602000,0.7507911515100554,30.748860514735068,20.835527698529948
446,1605600,0.7411179650677229,31.189453513946265,21.210166996960282
447,1609200,0.729156220683908,30.928676451364744,21.76797563259091
448,1612800,0.7610228069216427,31.128244813427383,20.49664594183504
449,1616400,0.7213180637472201,30.22691418636895,21.62678800886987
450,1620000,0.7621838043856228,31.35194578944045,21.97285158266622
451,1623600,0.7690345139430237,31.615937799097697,21.63599510661006
452,1627200,0.7211107222866516,31.48608630379598,20.786101882468046
453,1630800,0.7859582405721133,31.144566091290848,21.285923946883013
454,1634400,0.7543323737707487,32.01863134663657,21.77245804713784
455,1638000,0.7452870058723794,31.221457404004077,20.86845381721915
456,1641600,0.821620260850381,31.359090723918555,21.297217503646817
457,1645200,0.8234776289702325,30.880934985734438,20.826928525882188
