,Seconds,Q_water DataCentre [kW]_model,T_sup_water DataCentre [°C]_model,T_ret_water DataCentre [°C]_model
51,183600,0.8557957473106008,35.63841413195459,22.285918441121762
52,187200,0.8204766968381016,36.18457514157108,22.253540197524295
53,190800,0.8040524443141862,35.96322685246154,22.022317922450835
54,194400,0.8369545787307175,36.242056749694626,21.83025432141132
55,198000,0.801410772446208,36.798538708498135,22.872625151853725
56,201600,0.799550538447543,37.40537736683085,22.300867769891422
57,205200,0.8728041701757571,36.4367119022162,22.68949952458366
58,208800,0.8498407974648964,37.041190152442134,22.874300020878874
59,212400,0.8189657337270979,36.56564042965872,23.389529510661333
60,216000,0.8271901366716788,36.45399346288885,22.249770916435068
61,219600,0.7530454486010997,36.225754133738214,22.717644182393745
62,223200,0.8246916777327764,36.86371181424814,22.188883617794215
63,226800,0.8380569333226374,36.734710341580715,22.384870249547465
64,230400,0.7636640375753231,37.269347304971724,22.51946493048775
65,234000,0.864874664499113,37.862691592142646,22.46809440329402
66,237600,0.9057556930454688,36.739045637389204,22.829988208294836
67,241200,0.854332346460058,37.1426360731438,22.544911752922143
68,244800,0.8602995538013547,37.690272975271945,22.77805272807209
69,248400,0.8314841500202647,36.77166655433891,23.27261055360366
70,252000,0.9336496176408124,37.267306562288674,22.60507282523281
71,255600,0.8875508799537124,36.395191056895385,22.000565122827616
72,259200,0.861009799228696,37.63439039701239,21.98841963630878
73,262800,0.7171480004763261,36.697741693027574,21.484525519496717
74,266400,0.7923269220329032,37.089327379303285,21.999662524766
75,270000,0.7921499547410278,37.01048037273806,22.118665609105772
76,273600,0.8063326430799713,37.22341759430617,21.393977731369056
77,277200,0.7973472506988848,36.58523830151535,22.131590399631477
78,280800,0.8065626400099056,37.482598248127886,22.351849093666324
79,284400,0.8003978944595644,37.02426898111513,22.01828126497156
80,288000,0.7873617524358595,37.51985032449506,22.26087462907929
81,291600,0.8036041294339242,37.345120142170536,21.69955198575453
82,295200,0.7816468792232049,37.75216927656072,21.879222276185537
83,298800,0.8359944716211151,37.52158903835404,21.848087875595137
84,302400,0.8470855159117463,37.50235678676238,21.71974300714319
85,306000,0.915609487102699,38.171268170177406,22.31013979515866
86,309600,0.8016041271631306,37.6615196191356,21.89869697256617
87,313200,0.8108490752887926,37.782451480306904,21.929214809433837
88,316800,0.8184775731113695,37.26221056007881,21.134798618423968
89,320400,0.8034433161249269,38.81116158585243,21.405522677777235
90,324000,0.8630658032702753,37.39467349360287,22.118706790265875
91,327600,0.7312934573292331,36.57938865479862,22.278190903096057
92,331200,0.8335083865518174,37.51599625657679,21.877183299963104
93,334800,0.794785788228561,37.223775738084235,21.866359851454053
94,338400,0.790355751265401,37.56433065254042,21.75624421895799
95,342000,0.8648250839102888,37.784828529938494,22.865045420901883
96,345600,0.876479976954102,37.57374565857478,23.180834604768375
97,349200,0.9108308143596916,38.19955458081657,23.12666076567366
98,352800,0.8767114612499282,36.57548365179303,23.278498598756514
99,356400,0.9123942414626732,36.941539301957384,23.077835447839814
100,360000,0.9373218488731165,36.7300930610204,22.535137756527703
101,363600,0.9313609091088805,37.212560933699415,23.448184406509554
102,367200,0.8996479221773331,36.65689007547393,23.0598385622142
103,370800,0.8646428317664061,36.64639856008074,23.113965673277225
104,374400,0.7727790317171818,37.01664599705979,22.418642071119216
105,378000,0.8027324824450197,36.326256813244214,23.303324094107257
106,381600,0.9072383735791044,36.43828082172646,23.191526248915856
107,385200,1.0160055399252537,37.45300889510146,22.965655994164678
108,388800,0.9403469170994985,37.22443051206775,23.068700967818955
109,392400,0.9885456409884578,36.97533167639244,23.227292466633322
110,396000,0.9015441843679496,36.88545411016773,22.82147406276486
111,399600,0.8841705264145494,36.97634154790116,22.79555476018083
112,403200,0.9479911928948489,37.73306013224103,23.53813538310279
113,406800,0.9788170436940281,37.30607901930596,22.415065701198976
114,410400,0.8604468672228484,37.06777738877693,23.46614689981222
115,414000,0.7868488000911398,36.696048377504354,23.0307752673292
116,417600,0.8922161609250278,36.374904668650856,23.285685237047833
117,421200,0.8589896595881483,37.54565307901983,22.917834650642618
118,424800,0.8547577675727316,37.35566918529264,23.43089275620048
119,428400,0.8520961190230167,37.126280872630815,23.561990699084387
120,432000,0.8783836582679746,38.73542613664258,22.5653910066109
121,435600,0.9283439088433297,38.37569125616244,23.288542964014532
122,439200,0.8610719981801663,36.99878052173562,22.77997137554704
123,442800,0.836340464730381,38.28102647985225,23.592386617636816
124,446400,0.8915367752912868,37.90188816457562,22.500007723249123
125,450000,0.8638938290235401,38.45157408036953,23.314714487085954
126,453600,0.8846859979949714,37.64907978930162,23.6619251184815
127,457200,0.881962064958774,37.85352826138713,22.98722156132285
128,460800,0.8235739438441975,38.08373905949643,22.614446561503303
129,464400,0.8075765950621875,38.46201687451191,22.765809857048634
130,468000,0.9412586173458308,38.06476608618593,23.065370970551456
131,471600,0.9784927441422616,38.365682700182454,22.930642794454695
132,475200,0.863105490750619,38.17246305995176,22.909780585392458
133,478800,0.8780581805945629,37.21216054427351,22.559466221960523
134,482400,0.9461937068235384,37.66413416540687,22.800779162849114
135,486000,0.9670608997988346,38.23551119403788,23.130709829265083
136,489600,0.7728911204815655,38.27961000538792,23.244419765764217
137,493200,0.847887436621429,38.34215633808118,22.58975424860839
138,496800,0.9542340011065527,38.273546832928226,23.472779977156236
139,500400,0.9084695392277193,38.12466491458249,23.065521405346107
140,504000,0.8559605435308058,38.65704745153488,23.50856912783173
141,507600,0.9261487562180307,38.02163527304149,22.744796537690142
142,511200,0.8141744958127223,38.364217714254686,22.915992768018114
143,514800,0.8526030328279555,37.919976340972156,23.07471166513544
144,518400,0.894169181991017,35.70043191097099,22.56642495748713
145,522000,0.8572007759760095,37.16008867218071,22.948463815989747
146,525600,0.8470575539280238,35.83589537786663,22.649057225363023
147,529200,0.8605153357542911,35.74438182206362,21.999945182822255
148,532800,0.803365903148144,35.25895113974734,22.495631450148476
149,536400,0.8633627409146168,36.756027827439965,22.066153816925716
150,540000,0.8454979412532583,35.576297554404015,22.152413352961844
151,543600,0.7830029178036123,36.84954854478191,22.02996035634523
152,547200,0.8564859071088413,36.38637748698994,21.906861893100682
153,550800,0.805772651807002,37.10572392737973,22.45889494975565
154,554400,0.8956325184603886,36.114163367638255,21.955722472186682
155,558000,0.849795738403675,35.47856285215867,22.46980226236253
156,561600,0.9107951441066711,36.704417714950104,22.273012687370336
157,565200,0.8860640801297083,35.51899343214702,22.469808043975142
158,568800,0.7102621431813285,35.82789353513038,22.58120187832659
159,572400,0.8681466925218322,36.10422143209308,22.337856258560773
160,576000,0.8081819431281112,36.81711016521824,22.3258109835694
161,579600,0.9004738493055209,37.302627033041595,22.6535728382443
162,583200,0.8244587541535453,36.38676056115176,23.087727996423773
163,586800,0.916476823747678,36.29654846733591,22.658474161899086
164,590400,0.8470339415402758,35.67442151643894,22.679532828615535
165,594000,0.8868402927007867,35.99989519316644,22.69062254632314
166,597600,0.9144693426919889,35.77468464361641,22.94251979782519
167,601200,0.856005067738856,36.05563551727578,22.433549750444946
168,604800,0.9306971756775861,37.34596262866928,22.41295545545842
169,608400,0.8761269977463114,36.97422020292693,22.30592015743144
170,612000,0.9173434770949527,36.838747701355665,21.977347793960153
171,615600,0.9435707756581501,37.64125359495617,22.68668037479512
172,619200,0.9387930771534568,36.23286664923741,22.7210074325398
173,622800,0.9092673716871191,36.70040122494243,22.9549295245105
174,626400,0.9681417009669729,37.088832269708476,22.344760871938803
175,630000,0.94681763569719,36.56286855847673,22.125573985408707
176,633600,0.9333827672590134,36.934818454361306,21.81274496459074
177,637200,0.9770004595316798,37.37876842746878,21.58172036185461
178,640800,0.884867364819805,36.90713874658771,21.964830809330774
179,644400,0.9854346930206292,36.59801586685474,22.282794783615568
180,648000,0.956859487847294,37.14556892408598,22.505577011032177
181,651600,0.779396462332936,37.11849377612928,21.60537089618565
182,655200,0.9286717276272585,37.4193443487252,23.096986772161337
183,658800,0.9382602744292441,37.4853398009447,22.517662675817093
184,662400,0.9559364614971438,37.55806785219666,22.71131122087508
185,666000,0.864291771957756,37.66008997164826,22.52601947865108
186,669600,0.8886845785157411,36.554810838190505,22.31354615178356
187,673200,0.9054448952464387,37.07735527815888,22.6498504542378
188,676800,0.8416512824770255,37.655847150568825,22.56020357589816
189,680400,0.8810115132587615,36.112225445167766,22.371382418339795
190,684000,0.9063932279462249,36.680242898858936,22.327736888919798
191,687600,1.0055394911986453,37.9140780551725,22.596730215455118
192,691200,0.7673258917035901,36.61650012846187,21.673735501398546
193,694800,0.9172885698498804,36.4888397400759,21.563857596902324
194,698400,0.9218011492535031,37.242140704834114,21.825209408262943
195,702000,0.8465121970690765,35.74347555495411,22.024849708761895
196,705600,0.9074928528856161,36.84773074308626,21.905611553300805
197,709200,0.8623028899236251,36.768596776509725,21.631464510771462
198,712800,0.98323847561398,36.72894788086235,21.738662826866154
199,716400,0.9011001802636889,36.946521028815596,22.6841902580271
200,720000,0.8014891833177664,35.99074669374463,22.189944234816693
201,723600,0.8157475943891956,37.27959081935387,21.690144147137513
202,727200,0.9600632367696295,36.97354555501887,21.864451524077285
203,730800,0.9781521543195297,36.13994850031914,21.709124817506773
204,734400,0.9476418401018175,35.97243925299998,21.566516768441467
205,738000,0.8726249468037188,36.55415864613012,22.074881081790817
206,741600,0.9437221533135746,36.8903611333698,21.927144631394864
207,745200,0.881881378126277,36.467530343895504,21.64413642111583
208,748800,0.7930974341530209,36.60828582797268,22.206184299671747
209,752400,0.8999836878163586,36.56130391331761,22.023776118374425
210,756000,0.9108844088574557,36.248325742774405,21.651536798199693
211,759600,0.8585635824206193,36.53041295055335,22.118069333395596
212,763200,0.8800424771206582,36.37058841858129,21.93532685401761
213,766800,0.8352104732443678,37.133231802411814,22.606931885238748
214,770400,0.9267218106613235,35.88145040401472,22.359784879682095
215,774000,0.8604896980973038,36.16544947931238,21.70819302910085
216,777600,0.8970596590359624,37.860265902775936,22.867053438440138
217,781200,0.8128989370956772,37.32261237521285,22.996564339875594
218,784800,0.8251136609737432,38.84269301987982,22.429915865580398
219,788400,0.8556299535306514,37.477210028004826,22.92488349150502
220,792000,0.7351030697068892,37.55928786855524,22.721798754208713
221,795600,0.7916384015201856,37.67943607873756,23.014856871293194
222,799200,0.8189020993377079,38.87051114443402,22.867022974476285
223,802800,0.8755837828546231,37.32454386094714,22.951998626832992
224,806400,0.7850784265682877,37.69894877443853,23.02074771057465
225,810000,0.7503913292354567,37.8801033295399,22.95071407983076
226,813600,0.7666609506391602,37.68664800141337,23.164256179392634
227,817200,0.8511843950351995,37.99932848217898,23.264084229396335
228,820800,0.8807540304448589,37.5608007178083,23.460355837325626
229,824400,0.7653063663895394,37.98274435321754,23.81257199146711
230,828000,0.8837142381420707,38.17149395419827,23.244140937530627
231,831600,0.8884846183504124,37.48781640794703,22.896928306835836
232,835200,0.8079876427960868,37.612840819756364,23.164357243872633
233,838800,0.7768753442889502,37.28895247214699,23.28928773607049
234,842400,0.8062804756135188,37.64465545686112,23.13099336542808
235,846000,0.8225996474166035,37.23465707047251,22.37831450319758
236,849600,0.8679341561662239,37.55675683229154,23.32475267842907
237,853200,0.8396982479564814,36.41425195808606,23.45715282574467
238,856800,0.798766801973687,36.85505355383561,22.852480302662972
239,860400,0.6813613079534131,38.18911967090138,23.18798040618122
240,864000,1.0361939137370642,36.477908897786534,19.58063682154352
241,867600,0.9704275500240639,37.57655782742536,20.186115119534097
242,871200,0.9487068351202963,37.079780474870155,19.67878884524663
243,874800,1.0553142321216804,37.54270743979574,19.324259294855494
244,878400,0.9866859634313425,37.524000420749736,19.60021960208599
245,882000,1.0682712535791754,37.17011920645808,19.6360081052078
246,885600,1.0002900915873354,37.61438930689341,19.18190849430436
247,889200,0.9570403525423642,36.28955667665014,19.355727484994837
248,892800,1.081170582836585,35.787460859133915,19.572972174862713
249,896400,1.012952058136003,37.01826095713388,19.95446725162148
250,900000,1.0168567828312087,36.89199987538752,19.812747416797034
251,903600,0.9134573551976717,37.08325641875671,19.947121323791887
252,907200,1.1259528584140384,36.1078463428963,19.995622647721675
253,910800,0.8387820306777509,37.85011220092518,20.038812301420865
254,914400,1.020050745454845,36.73023311448057,20.22518047291595
255,918000,0.9732017769342024,36.435677307735766,19.455697951346213
256,921600,1.105377151569967,37.97078885344162,19.685713777292623
257,925200,1.1276067670464036,36.583737177190656,19.6384841930945
258,928800,1.1130734020527993,36.18927438324865,19.475898746752815
259,932400,0.9336792436392137,36.230747348214244,19.907604621218393
260,936000,1.0163281769155452,37.5211298263235,19.854901362488253
261,939600,0.9590221691706738,37.28444384737655,19.98029441878225
262,943200,0.9814706197457076,37.36504546824541,19.28512536010606
263,946800,0.9935412507257659,37.06350319644007,19.523352050780733
264,950400,0.736166831505111,37.97060680889676,18.131535619414734
265,954000,0.7320017101152331,37.17852131311851,17.77361238763672
266,957600,0.7274465410588994,37.548620588291975,18.22713400981448
267,961200,0.7112360968267397,37.9186940090603,18.115773306148984
268,964800,0.7055746828527925,37.34853316422406,18.460969532485663
269,968400,0.7136714851727806,37.69509388086228,17.856365082815035
270,972000,0.6763171398981508,37.780664788203154,18.26709899085649
271,975600,0.6844558903474419,37.43454770714268,17.873210045924417
272,979200,0.7470287260874787,38.417456207235624,18.271593641647733
273,982800,0.7835997546793634,36.428867344146894,18.18999128035879
274,986400,0.7440166760391151,37.36527642150259,18.06732668376268
275,990000,0.8065275573042151,37.328071084894475,18.18048210871044
276,993600,0.7461671309787169,38.569233050370386,17.81845249840667
277,997200,0.7957765492629721,36.98758980180224,18.401737737331036
278,1000800,0.7393883708171939,36.956886331479836,18.194262040614966
279,1004400,0.7355875829464049,37.655064965543914,17.824501522802414
280,1008000,0.8343556228162687,37.69307266516454,18.03049115927052
281,1011600,0.7766585955244141,37.42257555584543,17.52386803787132
282,1015200,0.7875057943178579,37.425201900843035,18.339096033509712
283,1018800,0.6975089233011462,37.75887357090559,18.250810582654722
284,1022400,0.8167065912813378,37.06827457110498,17.818018924285436
285,1026000,0.8448818449877269,37.88324535407267,18.16756607005278
286,1029600,0.7716318519506432,38.050706677237585,18.575883148991828
287,1033200,0.731356088912353,38.263677292865886,18.00200500127378
288,1036800,0.49001697567972485,35.67299846870371,18.4416885335614
289,1040400,0.4552834204592503,34.693561082498974,18.527228707082305
290,1044000,0.5255403473291054,35.796517975611025,18.58330359815795
291,1047600,0.48963677812808487,34.09196412875073,18.720813592089645
292,1051200,0.4790587553661541,35.45775446114222,18.901628589802815
293,1054800,0.526453195336914,35.758924650553965,18.3103407438746
294,1058400,0.5054862542852526,35.78273934297209,18.67229373217186
295,1062000,0.4511061888771381,35.03118582738279,18.423668604860076
296,1065600,0.48583774851198874,35.77022922783993,18.50128292667797
297,1069200,0.4816783592064602,35.3535964087166,18.405720127856323
298,1072800,0.5388896412207697,34.592890019320585,18.201156232009943
299,1076400,0.5384370441429839,35.509272849117856,18.83334145178661
300,1080000,0.5298816147743696,35.297936306338826,18.508028563888114
301,1083600,0.5479039164161261,35.93101721625153,17.92338038114382
302,1087200,0.48143070541135274,35.142690745018164,18.83539062463796
303,1090800,0.5202143562570356,34.929679269652375,18.331574695748557
304,1094400,0.5082439093456428,35.54094047989519,18.85307090608832
305,1098000,0.535382914906648,35.409340310671816,18.66874803358378
306,1101600,0.4945332145010346,35.5812525240288,18.11024548339006
307,1105200,0.5500197366874243,35.966464430735186,17.950052162351145
308,1108800,0.5287987054968792,35.59918873336087,18.65673177361382
309,1112400,0.47646441227457226,35.22854280113885,18.762872466819914
310,1116000,0.5456415335252919,35.74393236033811,18.81854407764976
311,1119600,0.4922623931510957,35.07976943046706,18.020840755771435
312,1123200,0.844443434945531,37.66674706885325,22.935643183607123
313,1126800,0.7856461421257496,36.6104380063852,22.30343461203302
314,1130400,0.8028772743201347,36.98615855991395,23.24080643930037
315,1134000,0.8242106116356299,37.11206393200952,22.737717376821543
316,1137600,0.8349011116817788,36.36513844849183,22.59192037906139
317,1141200,0.6462028147085371,37.175979079672565,22.56008666351879
318,1144800,0.7859835487705568,36.03416312707497,22.53516213576766
319,1148400,0.794717668537225,36.75242348367663,23.176551236574056
320,1152000,0.8281623629283842,35.7753286784611,22.333874611621845
321,1155600,0.8139893861503569,36.88531019831991,22.412103320637197
322,1159200,0.8919276357157307,37.01501678278092,22.924349765854757
323,1162800,0.8580468792582884,37.224700429635185,23.66243387503012
324,1166400,0.8566606577151937,37.892867737957225,22.867672746983896
325,1170000,0.8279935164820589,36.50747994510314,22.732597654817003
326,1173600,0.8103169588710551,37.81307951880646,22.72710999285354
327,1177200,0.7762059677169639,37.73120616387912,22.540731272654934
328,1180800,0.846328537422865,37.10173499159779,23.040767497816212
329,1184400,0.8506629501979366,36.35533721767728,23.088297309223822
330,1188000,0.8043507283269845,37.197300397771826,22.273459923181118
331,1191600,0.7581715643061089,36.456965997962314,22.378469051759048
332,1195200,0.8402814118193875,37.17175071341334,22.895242909463793
333,1198800,0.8835844313957376,37.61180230887619,23.017173677600784
334,1202400,0.7935506079602296,37.58903645427623,23.04308511293618
335,1206000,0.8239948233196603,37.341324040033804,23.22955100194584
336,1209600,0.4550862528294829,34.86488916608137,18.968165619070163
337,1213200,0.43806006077744936,34.953523853715275,18.655643708880106
338,1216800,0.4382568319033561,35.162533745626384,18.8923693324537
339,1220400,0.4137466801639429,34.94751197916842,19.06029649868783
340,1224000,0.4210473662541778,34.55309543436658,19.002872887790183
341,1227600,0.4133078721682223,35.783801640071246,19.252883079399574
342,1231200,0.42343876063138375,34.92468887025334,19.54698859000755
343,1234800,0.4336405056339077,35.16421507785466,18.60749580104152
344,1238400,0.41734331708447847,34.67575758876302,19.153543842871727
345,1242000,0.4484404686765295,35.24822674637109,19.38473913984364
346,1245600,0.40886944479466814,34.63483024136661,19.0563797177099
347,1249200,0.4847423792268778,34.72309143288326,19.020545031285252
348,1252800,0.4716627964182322,35.025085275055304,19.186659882892748
349,1256400,0.410425523635547,34.897683134909634,18.7727352535557
350,1260000,0.45563499821067893,35.37305902447883,18.972097508754697
351,1263600,0.475553802414355,35.60801108239546,19.125897334181833
352,1267200,0.5282851060358557,35.36132528279411,18.990950261913778
353,1270800,0.4428816042995294,35.151382676770034,18.88021234690815
354,1274400,0.41603804019511426,34.505858320135076,19.379054854221994
355,1278000,0.46797712180562895,35.1002624897723,18.68878215149975
356,1281600,0.4465879991072727,35.42721360839327,19.12160790068769
357,1285200,0.41817427074911784,35.17720321931416,19.576658582565265
358,1288800,0.4405232423449574,35.185820097396835,19.187389147151674
359,1292400,0.4198570810716135,35.059304048659946,18.791751491923858
360,1296000,0.6461713191665145,35.553194513780966,21.182773929584236
361,1299600,0.643157976947018,35.51864303089859,20.682279102692164
362,1303200,0.589570365091425,35.11187763076155,20.830471799880762
363,1306800,0.5777800330845668,35.077194739792596,21.046844618560947
364,1310400,0.5794529933874689,35.379555807993235,21.57832596287549
365,1314000,0.6008049006475978,35.9071579507233,20.71842080210834
366,1317600,0.5100874664217795,34.96597052384406,20.390666091132573
367,1321200,0.6807392752153134,35.11625803409461,20.97942534858163
368,1324800,0.5909203334101465,35.091213875281646,21.176274145373174
369,1328400,0.6454829775798296,34.85738875757297,21.23595776224433
370,1332000,0.6392339995985366,35.574396156261024,20.8663950457774
371,1335600,0.6585590929439235,37.33877916914705,21.369530124424962
372,1339200,0.6397523781504254,34.66438763424665,21.16724402803323
373,1342800,0.5670650153083823,34.68618919651827,21.666900872779145
374,1346400,0.6585717848851703,35.521615547954475,21.57433861078233
375,1350000,0.6206445572225252,34.43669842962118,21.083702710083735
376,1353600,0.5560218210950215,35.12589485908798,20.89517763143841
377,1357200,0.6052416778050858,34.97126184454595,21.626759015523934
378,1360800,0.6302135971451024,35.16700965249397,21.463857132350395
379,1364400,0.6733850233179324,35.03649568507383,20.92876075027613
380,1368000,0.577197516112201,34.53207690686269,21.88167775033577
381,1371600,0.6004446135278372,35.92309533414228,21.39655255054161
382,1375200,0.6298599698941441,34.78546122914381,20.889736850378448
383,1378800,0.5985768196957203,35.04377835409212,21.722832776847756
384,1382400,0.9313172376107556,37.256500348160074,22.083712468341997
385,1386000,0.8732090674260891,38.50152291006374,22.5782481135146
386,1389600,0.9487220321794977,38.265632934547696,22.863935713598472
387,1393200,0.9030635427121654,39.016729033568346,23.04370288620229
388,1396800,0.9096495650442746,38.65533465850792,22.820208111878916
389,1400400,0.8978150524981393,38.25437062998901,22.52577439638697
390,1404000,0.8485617625790933,38.31714612842707,22.783814331048077
391,1407600,0.872806548931727,38.6474045195775,22.39842686463903
392,1411200,0.9731085073481969,37.92827141633295,22.605308942608055
393,1414800,0.864964513459612,38.05961806114698,22.676325281984216
394,1418400,0.9597978377754492,38.939280236345695,23.456129522678502
395,1422000,0.855942959212849,37.97469534763191,23.113279449352888
396,1425600,0.9559665748236396,38.61913610095876,22.845525647119448
397,1429200,0.8493209772369227,39.10903023524425,23.27227828254473
398,1432800,0.9276138324461045,38.82451407218513,23.145951022742793
399,1436400,0.9590337017007707,38.12991568339169,22.505100476409243
400,1440000,0.878367478516813,38.089934319129206,23.074200155461728
401,1443600,0.8976118479637455,38.26904781373533,22.841131077801368
402,1447200,0.9606075102424021,38.05501998586454,23.089497108920106
403,1450800,0.8541277263925667,38.33225607481779,23.323057899365622
404,1454400,0.8422454821674363,38.09549210598377,23.173003058148044
405,1458000,0.8967704439425158,39.002410022159275,22.82154919385333
406,1461600,0.9101652653613436,38.775616351501085,22.966874307413242
407,1465200,0.9554028335403604,37.90585873808452,23.507513879584998
408,1468800,0.8371714157989435,37.53349796560738,22.020932934595844
409,1472400,0.8945422052057221,36.842944474727275,21.656745586472884
410,1476000,0.8715262627129917,37.20465524843703,21.557448948012226
411,1479600,0.7743320256934009,36.056382644844135,21.000643985658037
412,1483200,0.7530584134835878,36.820003254078074,21.41594157414991
413,1486800,0.8278832305775462,37.17715246982295,22.31616985141564
414,1490400,0.8389365600347388,37.24967213289478,21.80501613343676
415,1494000,0.7965414340894138,37.86248185380824,21.805273653907822
416,1497600,0.8748452338555662,37.07640631881681,21.31390562681714
417,1501200,0.8319323988414754,37.63035359316888,21.662739281500915
418,1504800,0.819157384462031,36.6581494096391,21.08201477189741
419,1508400,0.8699869671346246,36.817625406440484,21.636587891285924
420,1512000,0.772929470576783,39.18298358727011,21.993130248525507
421,1515600,0.9285948706119571,37.08980180493133,21.91389171203823
422,1519200,0.8690380099944648,36.87317202413332,21.71617697820927
423,1522800,0.8568507415575666,37.225233422105894,21.22724366941316
424,1526400,0.8975051972878233,37.35580457373916,21.743368848085748
425,1530000,0.9184590499121582,37.385883146441984,21.598932910903727
426,1533600,0.822959026231604,37.575993425754454,21.75845321132145
427,1537200,0.8536505094365093,36.788294811118725,21.79868594591748
428,1540800,0.892620146411247,37.056866630147844,21.605240832951175
429,1544400,0.842433037769333,37.55242498423598,21.440981762868915
430,1548000,0.8689391150259883,36.81776309441028,21.80579839974525
431,1551600,0.9202454325859146,36.967782751787304,21.595850902156464
432,1555200,1.051452162980138,37.054113957843015,23.946589785140716
433,1558800,1.0871054973222334,37.438059504733005,24.27755308596139
434,1562400,1.0390608549549736,36.24540120944782,24.0927810577993
435,1566000,1.0541221540847665,35.65881039580271,23.667621418135226
436,1569600,0.9291236220755025,37.05433103746541,23.11730836822458
437,1573200,1.0439297533256104,35.78464511652041,23.491891260630958
438,1576800,0.9538086216547669,37.238494610251045,23.93290706755073
439,1580400,1.0379954173895383,36.027733729380444,23.56431328107702
440,1584000,0.9487070839159288,35.793748409967,23.898918655378246
441,1587600,1.0910342474314507,36.746523597759484,23.773168876181355
442,1591200,1.0983748271744846,36.600043412256106,23.123912913131182
443,1594800,1.0073161140170948,36.12611085874791,24.198625346582666
444,1598400,1.1902401391031832,36.401952220190566,23.9655335077972
445,1602000,1.073305065078758,36.213946244922916,24.208243623144877
446,1605600,1.0103067179484893,36.507973215233605,23.91801874801971
447,1609200,1.006303551943431,36.74296464618221,23.533582451809544
448,1612800,0.9620317335639847,35.62970986079841,24.294999822741914
449,1616400,0.9499360496382245,37.24558498947965,23.653252684417595
450,1620000,1.0893349271332997,36.45996289153398,23.612599733679808
451,1623600,1.0403073581587698,36.23904186497017,23.9060903679685
452,1627200,0.9747299076337541,35.48852252294069,23.465938435967125
453,1630800,1.0046465611192221,36.57120124808119,24.050323450740944
454,1634400,1.0505528410334675,36.19302456152725,23.7505054791033
455,1638000,0.9569812500209897,36.310110642985336,24.013063917316387
456,1641600,0.8369606168835756,38.149481622281314,22.408139674905037
457,1645200,0.8970990404006962,37.99334096024255,22.950263882046123
