,Seconds,Q_flow Laundry [kW]_model,T_sup-Laundry[°C]_model,T_ret-Laundry[°C]_model
2324,8366400,0.027464806895463368,28.4,10
2325,8370000,0.0,28.4,10
2326,8373600,0.03149536855676998,28.4,10
2327,8377200,0.0,28.4,10
2328,8380800,0.006073499264634718,28.4,10
2329,8384400,0.0,28.4,10
2330,8388000,0.030488522731061254,28.4,10
2331,8391600,0.023400407602024723,28.4,10
2332,8395200,0.0,28.4,10
2333,8398800,0.0,28.4,10
2334,8402400,0.11805989901065918,28.4,10
2335,8406000,0.28528760873473924,28.4,10
2336,8409600,0.42845144612640795,28.4,10
2337,8413200,0.4309716605865141,28.4,10
2338,8416800,0.4239484905940025,28.4,10
2339,8420400,0.45102684640839635,28.4,10
2340,8424000,0.4505219715431594,28.4,10
2341,8427600,0.4220756907553829,28.4,10
2342,8431200,0.45153359747936633,28.4,10
2343,8434800,0.46886573227305867,28.4,10
2344,8438400,0.4476190888632819,28.4,10
2345,8442000,0.47903313634725564,28.4,10
2346,8445600,0.4342742049156953,28.4,10
2347,8449200,0.44504273119209825,28.4,10
2348,8452800,0.3942141870295809,28.4,10
2349,8456400,0.297536870177775,28.4,10
2350,8460000,0.12351569382966539,28.4,10
2351,8463600,0.0,28.4,10
2352,8467200,0.0,28.4,10
2353,8470800,0.0,28.4,10
2354,8474400,0.0,28.4,10
2355,8478000,0.017201136082075692,28.4,10
2356,8481600,0.0,28.4,10
2357,8485200,0.054241731458504715,28.4,10
2358,8488800,0.10358122053086498,28.4,10
2359,8492400,0.3325154583725501,28.4,10
2360,8496000,0.5347427099503274,28.4,10
2361,8499600,0.5587990353782382,28.4,10
2362,8503200,0.5568552793284989,28.4,10
2363,8506800,0.5800338445035,28.4,10
2364,8510400,0.5624094095949047,28.4,10
2365,8514000,0.581446591631089,28.4,10
2366,8517600,0.5674168530365508,28.4,10
2367,8521200,0.5757023790596483,28.4,10
2368,8524800,0.5354887176011264,28.4,10
2369,8528400,0.5810160566022451,28.4,10
2370,8532000,0.5203664831421766,28.4,10
2371,8535600,0.5570776224027189,28.4,10
2372,8539200,0.4680055150383828,28.4,10
2373,8542800,0.3345816860226442,28.4,10
2374,8546400,0.16546728923573636,28.4,10
2375,8550000,0.051701296441732394,28.4,10
2376,8553600,0.03932612706698214,28.4,10
2377,8557200,0.0034225202828497138,28.4,10
2378,8560800,0.00910251338375882,28.4,10
2379,8564400,0.030598232335246105,28.4,10
2380,8568000,0.0145231189970411,28.4,10
2381,8571600,0.03756421687884473,28.4,10
2382,8575200,0.09026161375493781,28.4,10
2383,8578800,0.36333629592396816,28.4,10
2384,8582400,0.47373733928360695,28.4,10
2385,8586000,0.4872172637623074,28.4,10
2386,8589600,0.5092103249785442,28.4,10
2387,8593200,0.5643027621016867,28.4,10
2388,8596800,0.5282556506802596,28.4,10
2389,8600400,0.5119635504906644,28.4,10
2390,8604000,0.5266830881262733,28.4,10
2391,8607600,0.5466798692662592,28.4,10
2392,8611200,0.4995590200721213,28.4,10
2393,8614800,0.5098206388983014,28.4,10
2394,8618400,0.5238189088259791,28.4,10
2395,8622000,0.4825023890711946,28.4,10
2396,8625600,0.4608130228327942,28.4,10
2397,8629200,0.31401347592758405,28.4,10
2398,8632800,0.11707768175654402,28.4,10
2399,8636400,0.04911201190359363,28.4,10
2400,8640000,0.0,28.4,10
2401,8643600,0.02391158852901506,28.4,10
2402,8647200,0.0,28.4,10
2403,8650800,0.03341964367102378,28.4,10
2404,8654400,0.0,28.4,10
2405,8658000,0.0,28.4,10
2406,8661600,0.0,28.4,10
2407,8665200,0.023585228995639976,28.4,10
2408,8668800,0.0137983017303952,28.4,10
2409,8672400,0.015043917100280175,28.4,10
2410,8676000,0.0,28.4,10
2411,8679600,0.02559680103452536,28.4,10
2412,8683200,0.04737390070516267,28.4,10
2413,8686800,0.0,28.4,10
2414,8690400,0.0006238942658306744,28.4,10
2415,8694000,0.0,28.4,10
2416,8697600,0.006362962296780429,28.4,10
2417,8701200,0.027888780697717008,28.4,10
2418,8704800,0.03783688900031988,28.4,10
2419,8708400,0.018552631268108348,28.4,10
2420,8712000,0.017559808868774323,28.4,10
2421,8715600,0.028951190177806174,28.4,10
2422,8719200,0.0037662670143986184,28.4,10
2423,8722800,0.0,28.4,10
2424,8726400,0.06919605886237612,28.4,10
2425,8730000,0.012385640123425025,28.4,10
2426,8733600,0.003988840976587021,28.4,10
2427,8737200,0.034252878138517684,28.4,10
2428,8740800,0.019371177380572206,28.4,10
2429,8744400,0.00876735631798122,28.4,10
2430,8748000,0.1380228902357657,28.4,10
2431,8751600,0.296188598316516,28.4,10
2432,8755200,0.420897663667798,28.4,10
2433,8758800,0.45354972592127707,28.4,10
2434,8762400,0.46468867542669123,28.4,10
2435,8766000,0.5084799834282039,28.4,10
2436,8769600,0.4846163696877235,28.4,10
2437,8773200,0.4846161836666336,28.4,10
2438,8776800,0.45872409857149493,28.4,10
2439,8780400,0.4686875188207966,28.4,10
2440,8784000,0.45995377673848054,28.4,10
2441,8787600,0.544854654128651,28.4,10
2442,8791200,0.44518464140338654,28.4,10
2443,8794800,0.4487054362366032,28.4,10
2444,8798400,0.39484431092487554,28.4,10
2445,8802000,0.3114683144800205,28.4,10
2446,8805600,0.18297853302388684,28.4,10
2447,8809200,0.024611806088539582,28.4,10
2448,8812800,0.005723959291204422,28.4,10
2449,8816400,0.0,28.4,10
2450,8820000,0.0,28.4,10
2451,8823600,0.002675718999068316,28.4,10
2452,8827200,0.0,28.4,10
2453,8830800,0.015234563249942226,28.4,10
2454,8834400,0.09106543021697093,28.4,10
2455,8838000,0.17700976681891523,28.4,10
2456,8841600,0.29822613032987233,28.4,10
2457,8845200,0.2747207702456085,28.4,10
2458,8848800,0.301780911195073,28.4,10
2459,8852400,0.31563073441566514,28.4,10
2460,8856000,0.30904357861452153,28.4,10
2461,8859600,0.2812052042002794,28.4,10
2462,8863200,0.2761959790275872,28.4,10
2463,8866800,0.30890878239766406,28.4,10
2464,8870400,0.3145714972949024,28.4,10
2465,8874000,0.2813130904338363,28.4,10
2466,8877600,0.29161219007263806,28.4,10
2467,8881200,0.28777313286956924,28.4,10
2468,8884800,0.26943447780653984,28.4,10
2469,8888400,0.20808588120867544,28.4,10
2470,8892000,0.09989448380353103,28.4,10
2471,8895600,0.006024888144849821,28.4,10
2472,8899200,0.0,28.4,10
2473,8902800,0.00854871924043425,28.4,10
2474,8906400,0.0,28.4,10
2475,8910000,0.01328209081721021,28.4,10
2476,8913600,0.0022850434374379787,28.4,10
2477,8917200,0.0006461331558933546,28.4,10
2478,8920800,0.0,28.4,10
2479,8924400,0.033630924062994755,28.4,10
2480,8928000,0.03839526106391021,28.4,10
2481,8931600,0.0,28.4,10
2482,8935200,0.03417376277168283,28.4,10
2483,8938800,0.005821752351544624,28.4,10
2484,8942400,0.053435860871996,28.4,10
2485,8946000,0.0,28.4,10
2486,8949600,0.0,28.4,10
2487,8953200,0.015519878795880565,28.4,10
2488,8956800,0.02954244528046186,28.4,10
2489,8960400,0.016598943733921498,28.4,10
2490,8964000,0.028020424182175922,28.4,10
2491,8967600,0.003817026952657828,28.4,10
2492,8971200,0.0,28.4,10
2493,8974800,0.006296454148788638,28.4,10
2494,8978400,0.00588488962430556,28.4,10
2495,8982000,0.038943351216128394,28.4,10
2496,8985600,0.005592966860804106,28.4,10
2497,8989200,0.0,28.4,10
2498,8992800,0.00967490630205291,28.4,10
2499,8996400,0.0,28.4,10
2500,9000000,0.0018085234341963879,28.4,10
2501,9003600,0.0,28.4,10
2502,9007200,0.16098287597558314,28.4,10
2503,9010800,0.3383992336467512,28.4,10
2504,9014400,0.4699321177208363,28.4,10
2505,9018000,0.5167580333827562,28.4,10
2506,9021600,0.5019027061281572,28.4,10
2507,9025200,0.5268476969260588,28.4,10
2508,9028800,0.5585145871987864,28.4,10
2509,9032400,0.5240391386410501,28.4,10
2510,9036000,0.49771655314335966,28.4,10
2511,9039600,0.5867360459558941,28.4,10
2512,9043200,0.5350579719282014,28.4,10
2513,9046800,0.517559619288424,28.4,10
2514,9050400,0.49960134041725524,28.4,10
2515,9054000,0.5120926954705376,28.4,10
2516,9057600,0.467398071090704,28.4,10
2517,9061200,0.31963069673498257,28.4,10
2518,9064800,0.15586330825499078,28.4,10
2519,9068400,0.022280089765831977,28.4,10
2520,9072000,0.015748481028385403,28.4,10
2521,9075600,0.0,28.4,10
2522,9079200,0.03627783889662225,28.4,10
2523,9082800,0.04017364525128881,28.4,10
2524,9086400,0.005599295349760448,28.4,10
2525,9090000,0.023446948426039366,28.4,10
2526,9093600,0.10182289119965655,28.4,10
2527,9097200,0.31838063729028987,28.4,10
2528,9100800,0.48844192592540536,28.4,10
2529,9104400,0.4628986400816753,28.4,10
2530,9108000,0.4524744273490682,28.4,10
2531,9111600,0.508109022905392,28.4,10
2532,9115200,0.5053983410163544,28.4,10
2533,9118800,0.4673117793844415,28.4,10
2534,9122400,0.4835387292925983,28.4,10
2535,9126000,0.4677709946703466,28.4,10
2536,9129600,0.47449673866710157,28.4,10
2537,9133200,0.4755512795712611,28.4,10
2538,9136800,0.5024567201600185,28.4,10
2539,9140400,0.4763187602103633,28.4,10
2540,9144000,0.44759817591488466,28.4,10
2541,9147600,0.3075500063291581,28.4,10
2542,9151200,0.17496344398150615,28.4,10
2543,9154800,0.0,28.4,10
2544,9158400,0.0,28.4,10
2545,9162000,0.0005776632510318711,28.4,10
2546,9165600,9.206681638683862e-05,28.4,10
2547,9169200,0.06507975799925095,28.4,10
2548,9172800,0.028076359342264042,28.4,10
2549,9176400,0.03305367034775048,28.4,10
2550,9180000,0.11195510004335336,28.4,10
2551,9183600,0.3302745418478024,28.4,10
2552,9187200,0.5237522287064105,28.4,10
2553,9190800,0.5309156681807335,28.4,10
2554,9194400,0.5383464019443689,28.4,10
2555,9198000,0.4871058057893912,28.4,10
2556,9201600,0.5534078952175405,28.4,10
2557,9205200,0.5312281129569296,28.4,10
2558,9208800,0.5491019682263152,28.4,10
2559,9212400,0.5442763117453344,28.4,10
2560,9216000,0.5655101513905526,28.4,10
2561,9219600,0.5302579320275135,28.4,10
2562,9223200,0.5286767380672323,28.4,10
2563,9226800,0.5269849325604767,28.4,10
2564,9230400,0.4942723586070217,28.4,10
2565,9234000,0.39065765426954685,28.4,10
2566,9237600,0.17986450015455996,28.4,10
2567,9241200,0.04611996368250486,28.4,10
2568,9244800,0.008787042547296352,28.4,10
2569,9248400,0.00554621290694739,28.4,10
2570,9252000,0.0,28.4,10
2571,9255600,0.005452412226441183,28.4,10
2572,9259200,0.0,28.4,10
2573,9262800,0.007601120920832333,28.4,10
2574,9266400,0.00221382889026648,28.4,10
2575,9270000,0.0012855597250298028,28.4,10
2576,9273600,0.0,28.4,10
2577,9277200,0.007999451225853077,28.4,10
2578,9280800,0.0,28.4,10
2579,9284400,0.0047494827151861275,28.4,10
2580,9288000,0.00446513782895638,28.4,10
2581,9291600,0.0074398086749567416,28.4,10
2582,9295200,0.01374803109129355,28.4,10
2583,9298800,0.0,28.4,10
2584,9302400,0.00834466024465431,28.4,10
2585,9306000,0.0,28.4,10
2586,9309600,0.002488484296922446,28.4,10
2587,9313200,0.0009243726744758035,28.4,10
2588,9316800,0.009034360534781813,28.4,10
2589,9320400,0.0,28.4,10
2590,9324000,0.0004488282076196912,28.4,10
2591,9327600,0.0027368055901860673,28.4,10
2592,9331200,0.0,28.4,10
2593,9334800,0.0,28.4,10
2594,9338400,0.004939905066580846,28.4,10
2595,9342000,0.0,28.4,10
2596,9345600,0.0,28.4,10
2597,9349200,0.0,28.4,10
2598,9352800,0.08480927291333618,28.4,10
2599,9356400,0.2490561873917707,28.4,10
2600,9360000,0.37792852109206304,28.4,10
2601,9363600,0.3806821190962042,28.4,10
2602,9367200,0.4109720643280002,28.4,10
2603,9370800,0.4078239918129839,28.4,10
2604,9374400,0.4315951172982722,28.4,10
2605,9378000,0.42392438926171777,28.4,10
2606,9381600,0.3859765408259026,28.4,10
2607,9385200,0.3908193037333014,28.4,10
2608,9388800,0.40787800243252914,28.4,10
2609,9392400,0.39836281834891707,28.4,10
2610,9396000,0.40015256839515106,28.4,10
2611,9399600,0.39662988878880084,28.4,10
2612,9403200,0.3664758470181778,28.4,10
2613,9406800,0.24158633868573626,28.4,10
2614,9410400,0.1362286160018276,28.4,10
2615,9414000,0.012951881779378074,28.4,10
2616,9417600,0.0018241348672770376,28.4,10
2617,9421200,0.0,28.4,10
2618,9424800,0.00539630051738648,28.4,10
2619,9428400,3.67600719406844e-05,28.4,10
2620,9432000,0.0019491170544566633,28.4,10
2621,9435600,0.0,28.4,10
2622,9439200,0.010709869277869958,28.4,10
2623,9442800,0.05428119011379432,28.4,10
2624,9446400,0.07265355576368225,28.4,10
2625,9450000,0.07763302587344936,28.4,10
2626,9453600,0.072644938287429,28.4,10
2627,9457200,0.07955945372749834,28.4,10
2628,9460800,0.0806136748174128,28.4,10
2629,9464400,0.08349151867655231,28.4,10
2630,9468000,0.08027164477803987,28.4,10
2631,9471600,0.08318350813366333,28.4,10
2632,9475200,0.0875849433094839,28.4,10
2633,9478800,0.08380141001354258,28.4,10
2634,9482400,0.0810700008501474,28.4,10
2635,9486000,0.08319520375723735,28.4,10
2636,9489600,0.06854493954913951,28.4,10
2637,9493200,0.054700279895711246,28.4,10
2638,9496800,0.025373948012124805,28.4,10
2639,9500400,0.00605039146289098,28.4,10
2640,9504000,0.0,28.4,10
2641,9507600,0.008412310076780597,28.4,10
2642,9511200,0.0,28.4,10
2643,9514800,0.009657102266695684,28.4,10
2644,9518400,0.0,28.4,10
2645,9522000,0.03773978389970026,28.4,10
2646,9525600,0.005261588425004983,28.4,10
2647,9529200,0.00444485235945033,28.4,10
2648,9532800,0.03821774359687884,28.4,10
2649,9536400,0.039368065130383975,28.4,10
2650,9540000,0.03686082999982843,28.4,10
2651,9543600,0.029646779013790824,28.4,10
2652,9547200,0.0,28.4,10
2653,9550800,0.0,28.4,10
2654,9554400,0.028267633760930902,28.4,10
2655,9558000,0.023097481311542534,28.4,10
2656,9561600,0.007567682668354509,28.4,10
2657,9565200,0.0,28.4,10
2658,9568800,0.0,28.4,10
2659,9572400,0.0,28.4,10
2660,9576000,0.038086437129751974,28.4,10
2661,9579600,0.02336667725211825,28.4,10
2662,9583200,0.0,28.4,10
2663,9586800,0.0,28.4,10
2664,9590400,0.006822642696889813,28.4,10
2665,9594000,0.0,28.4,10
2666,9597600,0.031710621684928914,28.4,10
2667,9601200,0.025227667212265055,28.4,10
2668,9604800,0.01593085240690679,28.4,10
2669,9608400,0.0028433652543538306,28.4,10
2670,9612000,0.07571277221385583,28.4,10
2671,9615600,0.29818642963395997,28.4,10
2672,9619200,0.3626521822775842,28.4,10
2673,9622800,0.3784138627546861,28.4,10
2674,9626400,0.4063078974850995,28.4,10
2675,9630000,0.41909543729054644,28.4,10
2676,9633600,0.43798165700988106,28.4,10
2677,9637200,0.3807598559910667,28.4,10
2678,9640800,0.40854887132852247,28.4,10
2679,9644400,0.4096649879389543,28.4,10
2680,9648000,0.38802055684366726,28.4,10
2681,9651600,0.41767018645453347,28.4,10
2682,9655200,0.39044570262134376,28.4,10
2683,9658800,0.38741675652939295,28.4,10
2684,9662400,0.3160134110939595,28.4,10
2685,9666000,0.269055232539275,28.4,10
2686,9669600,0.14967970319362425,28.4,10
2687,9673200,0.0101584954934499,28.4,10
2688,9676800,0.0,28.4,10
2689,9680400,0.016451528814226655,28.4,10
2690,9684000,0.018753837544972292,28.4,10
2691,9687600,0.026852955978386512,28.4,10
2692,9691200,0.0,28.4,10
2693,9694800,9.259167007401656e-05,28.4,10
2694,9698400,0.10589669327260758,28.4,10
2695,9702000,0.33976695982128674,28.4,10
2696,9705600,0.515296659857117,28.4,10
2697,9709200,0.49694973661783215,28.4,10
2698,9712800,0.5120558491656574,28.4,10
2699,9716400,0.4889387942690366,28.4,10
2700,9720000,0.5537235657942359,28.4,10
2701,9723600,0.49725720493657777,28.4,10
2702,9727200,0.47266569986224594,28.4,10
2703,9730800,0.5611068683994075,28.4,10
2704,9734400,0.5132082891201271,28.4,10
2705,9738000,0.507710064005545,28.4,10
2706,9741600,0.4632422543526807,28.4,10
2707,9745200,0.5000875339551172,28.4,10
2708,9748800,0.42317788485180974,28.4,10
2709,9752400,0.291435312415048,28.4,10
2710,9756000,0.13774474871992234,28.4,10
2711,9759600,0.025255696976707615,28.4,10
2712,9763200,0.0,28.4,10
2713,9766800,0.0,28.4,10
2714,9770400,0.05385339432415262,28.4,10
2715,9774000,0.007114555646885356,28.4,10
2716,9777600,0.015254993530809816,28.4,10
2717,9781200,0.0,28.4,10
2718,9784800,0.12878665300872774,28.4,10
2719,9788400,0.31424647075395695,28.4,10
2720,9792000,0.36278038669770446,28.4,10
2721,9795600,0.428950096637012,28.4,10
2722,9799200,0.4421812144773184,28.4,10
2723,9802800,0.45329170396988877,28.4,10
2724,9806400,0.4505793683198492,28.4,10
2725,9810000,0.48701093947149937,28.4,10
2726,9813600,0.4371938423749621,28.4,10
2727,9817200,0.4147066520164701,28.4,10
2728,9820800,0.45379032099561023,28.4,10
2729,9824400,0.4131138968186919,28.4,10
2730,9828000,0.42042094042381384,28.4,10
2731,9831600,0.4376777710807119,28.4,10
2732,9835200,0.41172307937881797,28.4,10
2733,9838800,0.28288337725456775,28.4,10
2734,9842400,0.1440062774030823,28.4,10
2735,9846000,0.0005603544499651179,28.4,10
2736,9849600,0.011561360890112,28.4,10
2737,9853200,0.014729900695775651,28.4,10
2738,9856800,0.011972706796607864,28.4,10
2739,9860400,0.0,28.4,10
2740,9864000,0.012498366885589177,28.4,10
2741,9867600,0.023272195324847887,28.4,10
2742,9871200,0.0,28.4,10
2743,9874800,0.0011147671409113163,28.4,10
2744,9878400,0.007039517169962764,28.4,10
2745,9882000,0.0,28.4,10
2746,9885600,0.0007245744304812244,28.4,10
2747,9889200,0.009215295283045365,28.4,10
2748,9892800,0.008953709847953423,28.4,10
2749,9896400,0.007694335777239229,28.4,10
2750,9900000,0.0,28.4,10
2751,9903600,0.0,28.4,10
2752,9907200,0.0102684335810137,28.4,10
2753,9910800,0.005499353158510337,28.4,10
2754,9914400,0.01855020039923736,28.4,10
2755,9918000,0.0,28.4,10
2756,9921600,0.0,28.4,10
2757,9925200,0.0027501347473333397,28.4,10
2758,9928800,0.005387182003617591,28.4,10
2759,9932400,0.0063795109982373015,28.4,10
2760,9936000,0.005132509389245287,28.4,10
2761,9939600,0.0,28.4,10
2762,9943200,0.0,28.4,10
2763,9946800,0.037312804926038265,28.4,10
2764,9950400,0.0,28.4,10
2765,9954000,0.0,28.4,10
2766,9957600,0.1160409897449298,28.4,10
2767,9961200,0.28864462448618083,28.4,10
2768,9964800,0.4295924992662077,28.4,10
2769,9968400,0.4637485530990776,28.4,10
2770,9972000,0.48113452529719675,28.4,10
2771,9975600,0.46285374969548876,28.4,10
2772,9979200,0.4524747651670537,28.4,10
2773,9982800,0.4890360032746892,28.4,10
2774,9986400,0.45954579897722503,28.4,10
2775,9990000,0.49811840796992196,28.4,10
2776,9993600,0.46304871621009136,28.4,10
2777,9997200,0.4461115109604448,28.4,10
2778,10000800,0.4392040960448809,28.4,10
2779,10004400,0.4738856051584944,28.4,10
2780,10008000,0.39206577923734603,28.4,10
2781,10011600,0.30295154958112264,28.4,10
2782,10015200,0.11395249186919618,28.4,10
2783,10018800,0.014388784780738717,28.4,10
2784,10022400,0.029725120871889204,28.4,10
2785,10026000,0.023819654139920994,28.4,10
2786,10029600,0.0010548465639126318,28.4,10
2787,10033200,0.013819833269842506,28.4,10
2788,10036800,0.0,28.4,10
2789,10040400,0.007746044256175078,28.4,10
2790,10044000,0.10464174441342931,28.4,10
2791,10047600,0.2943408544846338,28.4,10
2792,10051200,0.41446738367803143,28.4,10
2793,10054800,0.49684896561430103,28.4,10
2794,10058400,0.4452676918811837,28.4,10
2795,10062000,0.4939010067366148,28.4,10
2796,10065600,0.4624938701743135,28.4,10
2797,10069200,0.45032123286303033,28.4,10
2798,10072800,0.45333039818487764,28.4,10
2799,10076400,0.4679421231012124,28.4,10
2800,10080000,0.4730336913080597,28.4,10
2801,10083600,0.4553114619458751,28.4,10
2802,10087200,0.47207711220263643,28.4,10
2803,10090800,0.41427343008372475,28.4,10
2804,10094400,0.40421592970549225,28.4,10
2805,10098000,0.2371398908769623,28.4,10
2806,10101600,0.19330486059083582,28.4,10
2807,10105200,0.0,28.4,10
2808,10108800,0.0,28.4,10
2809,10112400,0.0,28.4,10
2810,10116000,0.0,28.4,10
2811,10119600,0.0,28.4,10
2812,10123200,0.014469939310498016,28.4,10
2813,10126800,0.0,28.4,10
2814,10130400,0.029503595748300852,28.4,10
2815,10134000,0.03684340639482124,28.4,10
2816,10137600,0.03924353070223792,28.4,10
2817,10141200,0.05102694593831094,28.4,10
2818,10144800,0.03359063121193477,28.4,10
2819,10148400,0.011657669012067912,28.4,10
2820,10152000,0.006195525473909725,28.4,10
2821,10155600,0.023338875499298136,28.4,10
2822,10159200,0.0290500615973749,28.4,10
2823,10162800,0.0,28.4,10
2824,10166400,0.022889948082751382,28.4,10
2825,10170000,0.03134456748434229,28.4,10
2826,10173600,0.02403447099436683,28.4,10
2827,10177200,0.030758306852552143,28.4,10
2828,10180800,0.02664528214527131,28.4,10
2829,10184400,0.0004686776518122984,28.4,10
2830,10188000,0.03716776753506037,28.4,10
2831,10191600,0.06646041593188533,28.4,10
2832,10195200,0.04254047555073234,28.4,10
2833,10198800,0.0,28.4,10
2834,10202400,0.023010667330145975,28.4,10
2835,10206000,0.04356087509564406,28.4,10
2836,10209600,0.00821395058517974,28.4,10
2837,10213200,0.0,28.4,10
2838,10216800,0.1403104793396438,28.4,10
2839,10220400,0.38263738145699233,28.4,10
2840,10224000,0.5160034552641044,28.4,10
2841,10227600,0.5102091272659116,28.4,10
2842,10231200,0.5316056192664738,28.4,10
2843,10234800,0.5783502733076487,28.4,10
2844,10238400,0.4875590412827884,28.4,10
2845,10242000,0.5065521543176168,28.4,10
2846,10245600,0.49399170454085933,28.4,10
2847,10249200,0.5566552967468936,28.4,10
2848,10252800,0.5062229165307349,28.4,10
2849,10256400,0.5070848673673755,28.4,10
2850,10260000,0.4942162561534765,28.4,10
2851,10263600,0.47787589885634957,28.4,10
2852,10267200,0.48616540713226936,28.4,10
2853,10270800,0.36963940720750066,28.4,10
2854,10274400,0.14015581529087043,28.4,10
2855,10278000,0.015135499596774953,28.4,10
2856,10281600,0.0,28.4,10
2857,10285200,0.00516550075382028,28.4,10
2858,10288800,0.021394567651201603,28.4,10
2859,10292400,0.01665938857165897,28.4,10
2860,10296000,0.0,28.4,10
2861,10299600,0.0,28.4,10
2862,10303200,0.1334383128797032,28.4,10
2863,10306800,0.3211508470987945,28.4,10
2864,10310400,0.4496731126710829,28.4,10
2865,10314000,0.4540893495123508,28.4,10
2866,10317600,0.47922626237570504,28.4,10
2867,10321200,0.5171574472896778,28.4,10
2868,10324800,0.47906496510050717,28.4,10
2869,10328400,0.5299733115441243,28.4,10
2870,10332000,0.4927071120278839,28.4,10
2871,10335600,0.505545446639304,28.4,10
2872,10339200,0.5077864103572113,28.4,10
2873,10342800,0.4859635088487133,28.4,10
2874,10346400,0.4891362206458205,28.4,10
2875,10350000,0.48790106181819776,28.4,10
2876,10353600,0.4115156707334337,28.4,10
2877,10357200,0.3640182385074673,28.4,10
2878,10360800,0.169289250425869,28.4,10
2879,10364400,0.031927947095028816,28.4,10
2880,10368000,0.021668410057004445,28.4,10
2881,10371600,0.0,28.4,10
2882,10375200,0.07140374111602173,28.4,10
2883,10378800,0.013110475945603125,28.4,10
2884,10382400,0.0,28.4,10
2885,10386000,0.031537528848995876,28.4,10
2886,10389600,0.1128103918097115,28.4,10
2887,10393200,0.3255920900503943,28.4,10
2888,10396800,0.4814557483059556,28.4,10
2889,10400400,0.4765924881517531,28.4,10
2890,10404000,0.467257374897841,28.4,10
2891,10407600,0.5054807373924644,28.4,10
2892,10411200,0.4942832486706213,28.4,10
2893,10414800,0.472859487047479,28.4,10
2894,10418400,0.5234675812494199,28.4,10
2895,10422000,0.4905645306159081,28.4,10
2896,10425600,0.49791397737704435,28.4,10
2897,10429200,0.4654448368579173,28.4,10
2898,10432800,0.510385251455637,28.4,10
2899,10436400,0.5088277196093104,28.4,10
2900,10440000,0.45639927860989793,28.4,10
2901,10443600,0.35925494914348166,28.4,10
2902,10447200,0.14317845177867472,28.4,10
2903,10450800,0.009800827534174748,28.4,10
2904,10454400,0.008722001332615954,28.4,10
2905,10458000,0.0,28.4,10
2906,10461600,0.05881899539372633,28.4,10
2907,10465200,0.006392871534507456,28.4,10
2908,10468800,0.0,28.4,10
2909,10472400,0.004799285521196709,28.4,10
2910,10476000,0.0,28.4,10
2911,10479600,0.0,28.4,10
2912,10483200,0.026983215306975682,28.4,10
2913,10486800,0.01996551544794444,28.4,10
2914,10490400,0.0004961210755732287,28.4,10
2915,10494000,0.0050280028461148615,28.4,10
2916,10497600,0.0,28.4,10
2917,10501200,0.0,28.4,10
2918,10504800,0.0,28.4,10
2919,10508400,0.007005199641178821,28.4,10
2920,10512000,0.010497700223331966,28.4,10
2921,10515600,0.0,28.4,10
2922,10519200,0.01293666974469158,28.4,10
2923,10522800,0.030661740241593325,28.4,10
2924,10526400,0.04391118569486596,28.4,10
2925,10530000,0.015177270745479043,28.4,10
2926,10533600,0.027370976278388262,28.4,10
2927,10537200,0.01815213878575011,28.4,10
2928,10540800,0.0,28.4,10
2929,10544400,0.0,28.4,10
2930,10548000,0.005424201754475998,28.4,10
2931,10551600,0.0,28.4,10
2932,10555200,0.006380839948707184,28.4,10
2933,10558800,0.026545916933198157,28.4,10
2934,10562400,0.10173305847918522,28.4,10
2935,10566000,0.2812572212718209,28.4,10
2936,10569600,0.40908578540829355,28.4,10
2937,10573200,0.4216091287726929,28.4,10
2938,10576800,0.4055062505467979,28.4,10
2939,10580400,0.4351745960113042,28.4,10
2940,10584000,0.46884830797436494,28.4,10
2941,10587600,0.4473938765499052,28.4,10
2942,10591200,0.4113423502704588,28.4,10
2943,10594800,0.4566408983982418,28.4,10
2944,10598400,0.41237074324336237,28.4,10
2945,10602000,0.45617908456828454,28.4,10
2946,10605600,0.45632751974742414,28.4,10
2947,10609200,0.4054200507765681,28.4,10
2948,10612800,0.39961472819714144,28.4,10
2949,10616400,0.3075290913877129,28.4,10
2950,10620000,0.15687543624549727,28.4,10
2951,10623600,0.0,28.4,10
2952,10627200,0.009045708641457305,28.4,10
2953,10630800,0.0,28.4,10
2954,10634400,0.0,28.4,10
2955,10638000,0.014040941512074879,28.4,10
2956,10641600,0.0,28.4,10
2957,10645200,0.0,28.4,10
2958,10648800,0.11059508701459715,28.4,10
2959,10652400,0.33364821271684775,28.4,10
2960,10656000,0.46947192097553214,28.4,10
2961,10659600,0.4771830807894114,28.4,10
2962,10663200,0.44933324854090984,28.4,10
2963,10666800,0.486064299551283,28.4,10
2964,10670400,0.4862929024908824,28.4,10
2965,10674000,0.5044968597434117,28.4,10
2966,10677600,0.466448605651448,28.4,10
2967,10681200,0.4738604040467123,28.4,10
2968,10684800,0.5019464253204167,28.4,10
2969,10688400,0.48314393475567985,28.4,10
2970,10692000,0.44889541799372346,28.4,10
2971,10695600,0.47673680005013946,28.4,10
2972,10699200,0.43765787274341483,28.4,10
2973,10702800,0.3089909798659006,28.4,10
2974,10706400,0.14466440796566915,28.4,10
2975,10710000,0.0001635251786965896,28.4,10
2976,10713600,0.0,28.4,10
2977,10717200,0.0,28.4,10
2978,10720800,0.0,28.4,10
2979,10724400,0.0,28.4,10
2980,10728000,0.0,28.4,10
2981,10731600,0.0,28.4,10
2982,10735200,0.02846020651550329,28.4,10
